X;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1E: 3 N: 4;_SDV2 PI: ELEM-1E: 3 N: 1;_SDV2 PI: ELEM-1E: 3 N: 2;_SDV2 PI: ELEM-1E: 3 N: 3;_SDV2 PI: ELEM-1E: 3 N: 4;_SDV6 PI: ELEM-1E: 3 N: 1;_SDV6 PI: ELEM-1E: 3 N: 2;_SDV6 PI: ELEM-1E: 3 N: 3;_SDV6 PI: ELEM-1E: 3 N: 4;_SDV7 PI: ELEM-1E: 3 N: 1;_SDV7 PI: ELEM-1E: 3 N: 2;_SDV7 PI: ELEM-1E: 3 N: 3;_SDV7 PI: ELEM-1E: 3 N: 4;_SDV15 PI: ELEM-1E: 3 N: 1;_SDV15 PI: ELEM-1E: 3 N: 2;_SDV15 PI: ELEM-1E: 3 N: 3;_SDV15 PI: ELEM-1E: 3 N: 4;_SDV16 PI: ELEM-1E: 3 N: 1;_SDV16 PI: ELEM-1E: 3 N: 2;_SDV16 PI: ELEM-1E: 3 N: 3;_SDV16 PI: ELEM-1E: 3 N: 4;_RF:RF2 PI: ELEM-1 N: 1;_RF:RF2 PI: ELEM-1 N: 2;_RF:RF2 PI: ELEM-1 N: 3;_RF:RF2 PI: ELEM-1 N: 4;_U:U2 PI: ELEM-1N: 1;_U:U2 PI: ELEM-1N: 2;_U:U2 PI: ELEM-1N: 3;_U:U2 PI: ELEM-1N: 4
7.89E-01;0;0;0;0;0;0;6.48E-02;6.48E-02;1.31E-02;1.31E-02;1.31E-02;1.31E-02;3.05E-02;3.05E-02;3.05E-02;3.05E-02;9.59E-01;9.59E-01;9.59E-01;9.59E-01;5.91E-01;5.91E-01;5.91E-01;5.91E-01;-1.52E-02;-1.52E-02;1.52E-02;1.52E-02;1.52E-38;1.52E-38;6.48E-02;6.48E-02
7.90E-01;0;0;0;0;1.40E-09;1.86E-09;6.50E-02;6.50E-02;1.30E-02;1.30E-02;1.30E-02;1.30E-02;3.03E-02;3.03E-02;3.03E-02;3.03E-02;9.60E-01;9.60E-01;9.60E-01;9.60E-01;5.94E-01;5.94E-01;5.94E-01;5.94E-01;-1.51E-02;-1.51E-02;1.51E-02;1.51E-02;1.51E-38;1.51E-38;6.50E-02;6.50E-02
7.91E-01;0;0;0;0;4.66E-10;0;6.52E-02;6.52E-02;1.29E-02;1.29E-02;1.29E-02;1.29E-02;3.00E-02;3.00E-02;3.00E-02;3.00E-02;9.60E-01;9.60E-01;9.60E-01;9.60E-01;5.97E-01;5.97E-01;5.97E-01;5.97E-01;-1.50E-02;-1.50E-02;1.50E-02;1.50E-02;1.50E-38;1.50E-38;6.52E-02;6.52E-02
7.92E-01;0;0;0;0;9.31E-10;1.86E-09;6.53E-02;6.53E-02;1.28E-02;1.28E-02;1.28E-02;1.28E-02;2.98E-02;2.98E-02;2.98E-02;2.98E-02;9.60E-01;9.60E-01;9.60E-01;9.60E-01;6.00E-01;6.00E-01;6.00E-01;6.00E-01;-1.49E-02;-1.49E-02;1.49E-02;1.49E-02;1.49E-38;1.49E-38;6.53E-02;6.53E-02
7.93E-01;0;0;0;0;2.33E-09;1.86E-09;6.55E-02;6.55E-02;1.27E-02;1.27E-02;1.27E-02;1.27E-02;2.96E-02;2.96E-02;2.96E-02;2.96E-02;9.60E-01;9.60E-01;9.60E-01;9.60E-01;6.03E-01;6.03E-01;6.03E-01;6.03E-01;-1.48E-02;-1.48E-02;1.48E-02;1.48E-02;1.48E-38;1.48E-38;6.55E-02;6.55E-02
7.94E-01;0;0;0;0;-4.66E-10;0;6.57E-02;6.57E-02;1.26E-02;1.26E-02;1.26E-02;1.26E-02;2.94E-02;2.94E-02;2.94E-02;2.94E-02;9.60E-01;9.60E-01;9.60E-01;9.60E-01;6.06E-01;6.06E-01;6.06E-01;6.06E-01;-1.47E-02;-1.47E-02;1.47E-02;1.47E-02;1.47E-38;1.47E-38;6.57E-02;6.57E-02
7.95E-01;0;0;0;0;4.66E-10;0;6.58E-02;6.58E-02;1.25E-02;1.25E-02;1.25E-02;1.25E-02;2.92E-02;2.92E-02;2.92E-02;2.92E-02;9.61E-01;9.61E-01;9.61E-01;9.61E-01;6.10E-01;6.10E-01;6.10E-01;6.10E-01;-1.46E-02;-1.46E-02;1.46E-02;1.46E-02;1.46E-38;1.46E-38;6.58E-02;6.58E-02
7.96E-01;0;0;0;0;1.40E-09;1.86E-09;6.60E-02;6.60E-02;1.24E-02;1.24E-02;1.24E-02;1.24E-02;2.90E-02;2.90E-02;2.90E-02;2.90E-02;9.61E-01;9.61E-01;9.61E-01;9.61E-01;6.13E-01;6.13E-01;6.13E-01;6.13E-01;-1.45E-02;-1.45E-02;1.45E-02;1.45E-02;1.45E-38;1.45E-38;6.60E-02;6.60E-02
7.97E-01;0;0;0;0;2.33E-09;1.86E-09;6.62E-02;6.62E-02;1.23E-02;1.23E-02;1.23E-02;1.23E-02;2.88E-02;2.88E-02;2.88E-02;2.88E-02;9.61E-01;9.61E-01;9.61E-01;9.61E-01;6.16E-01;6.16E-01;6.16E-01;6.16E-01;-1.44E-02;-1.44E-02;1.44E-02;1.44E-02;1.44E-38;1.44E-38;6.62E-02;6.62E-02
7.98E-01;0;0;0;0;-4.66E-10;0;6.63E-02;6.63E-02;1.22E-02;1.22E-02;1.22E-02;1.22E-02;2.86E-02;2.86E-02;2.86E-02;2.86E-02;9.61E-01;9.61E-01;9.61E-01;9.61E-01;6.19E-01;6.19E-01;6.19E-01;6.19E-01;-1.43E-02;-1.43E-02;1.43E-02;1.43E-02;1.43E-38;1.43E-38;6.63E-02;6.63E-02
7.99E-01;0;0;0;0;9.31E-10;1.86E-09;6.65E-02;6.65E-02;1.21E-02;1.21E-02;1.21E-02;1.21E-02;2.83E-02;2.83E-02;2.83E-02;2.83E-02;9.61E-01;9.61E-01;9.61E-01;9.61E-01;6.22E-01;6.22E-01;6.22E-01;6.22E-01;-1.42E-02;-1.42E-02;1.42E-02;1.42E-02;1.42E-38;1.42E-38;6.65E-02;6.65E-02
8.00E-01;0;0;0;0;1.40E-09;1.86E-09;6.67E-02;6.67E-02;1.21E-02;1.21E-02;1.21E-02;1.21E-02;2.81E-02;2.81E-02;2.81E-02;2.81E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.25E-01;6.25E-01;6.25E-01;6.25E-01;-1.41E-02;-1.41E-02;1.41E-02;1.41E-02;1.41E-38;1.41E-38;6.67E-02;6.67E-02
8.01E-01;0;0;0;0;4.66E-10;0;6.68E-02;6.68E-02;1.20E-02;1.20E-02;1.20E-02;1.20E-02;2.79E-02;2.79E-02;2.79E-02;2.79E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.28E-01;6.28E-01;6.28E-01;6.28E-01;-1.40E-02;-1.40E-02;1.40E-02;1.40E-02;1.40E-38;1.40E-38;6.68E-02;6.68E-02
8.02E-01;0;0;0;0;0;0;6.70E-02;6.70E-02;1.19E-02;1.19E-02;1.19E-02;1.19E-02;2.77E-02;2.77E-02;2.77E-02;2.77E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.31E-01;6.31E-01;6.31E-01;6.31E-01;-1.39E-02;-1.39E-02;1.39E-02;1.39E-02;1.39E-38;1.39E-38;6.70E-02;6.70E-02
8.03E-01;0;0;0;0;2.33E-09;1.86E-09;6.72E-02;6.72E-02;1.18E-02;1.18E-02;1.18E-02;1.18E-02;2.75E-02;2.75E-02;2.75E-02;2.75E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.35E-01;6.35E-01;6.35E-01;6.35E-01;-1.38E-02;-1.38E-02;1.38E-02;1.38E-02;1.38E-38;1.38E-38;6.72E-02;6.72E-02
8.04E-01;0;0;0;0;-4.66E-10;0;6.73E-02;6.73E-02;1.17E-02;1.17E-02;1.17E-02;1.17E-02;2.74E-02;2.74E-02;2.74E-02;2.74E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.38E-01;6.38E-01;6.38E-01;6.38E-01;-1.37E-02;-1.37E-02;1.37E-02;1.37E-02;1.37E-38;1.37E-38;6.73E-02;6.73E-02
8.05E-01;0;0;0;0;9.31E-10;1.86E-09;6.75E-02;6.75E-02;1.16E-02;1.16E-02;1.16E-02;1.16E-02;2.72E-02;2.72E-02;2.72E-02;2.72E-02;9.62E-01;9.62E-01;9.62E-01;9.62E-01;6.41E-01;6.41E-01;6.41E-01;6.41E-01;-1.36E-02;-1.36E-02;1.36E-02;1.36E-02;1.36E-38;1.36E-38;6.75E-02;6.75E-02
8.06E-01;0;0;0;0;0;0;6.77E-02;6.77E-02;1.16E-02;1.16E-02;1.16E-02;1.16E-02;2.70E-02;2.70E-02;2.70E-02;2.70E-02;9.63E-01;9.63E-01;9.63E-01;9.63E-01;6.44E-01;6.44E-01;6.44E-01;6.44E-01;-1.35E-02;-1.35E-02;1.35E-02;1.35E-02;1.35E-38;1.35E-38;6.77E-02;6.77E-02
8.07E-01;0;0;0;0;4.66E-10;0;6.78E-02;6.78E-02;1.15E-02;1.15E-02;1.15E-02;1.15E-02;2.68E-02;2.68E-02;2.68E-02;2.68E-02;9.63E-01;9.63E-01;9.63E-01;9.63E-01;6.47E-01;6.47E-01;6.47E-01;6.47E-01;-1.34E-02;-1.34E-02;1.34E-02;1.34E-02;1.34E-38;1.34E-38;6.78E-02;6.78E-02
8.08E-01;0;0;0;0;1.86E-09;1.86E-09;6.80E-02;6.80E-02;1.14E-02;1.14E-02;1.14E-02;1.14E-02;2.66E-02;2.66E-02;2.66E-02;2.66E-02;9.63E-01;9.63E-01;9.63E-01;9.63E-01;6.50E-01;6.50E-01;6.50E-01;6.50E-01;-1.33E-02;-1.33E-02;1.33E-02;1.33E-02;1.33E-38;1.33E-38;6.80E-02;6.80E-02
8.09E-01;0;0;0;0;9.31E-10;0;6.82E-02;6.82E-02;1.13E-02;1.13E-02;1.13E-02;1.13E-02;2.64E-02;2.64E-02;2.64E-02;2.64E-02;9.63E-01;9.63E-01;9.63E-01;9.63E-01;6.54E-01;6.54E-01;6.54E-01;6.54E-01;-1.32E-02;-1.32E-02;1.32E-02;1.32E-02;1.32E-38;1.32E-38;6.82E-02;6.82E-02
8.10E-01;0;0;0;0;0;0;6.83E-02;6.83E-02;1.12E-02;1.12E-02;1.12E-02;1.12E-02;2.62E-02;2.62E-02;2.62E-02;2.62E-02;9.63E-01;9.63E-01;9.63E-01;9.63E-01;6.57E-01;6.57E-01;6.57E-01;6.57E-01;-1.31E-02;-1.31E-02;1.31E-02;1.31E-02;1.31E-38;1.31E-38;6.83E-02;6.83E-02
8.11E-01;0;0;0;0;4.66E-10;0;6.85E-02;6.85E-02;1.12E-02;1.12E-02;1.12E-02;1.12E-02;2.60E-02;2.60E-02;2.60E-02;2.60E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.60E-01;6.60E-01;6.60E-01;6.60E-01;-1.30E-02;-1.30E-02;1.30E-02;1.30E-02;1.30E-38;1.30E-38;6.85E-02;6.85E-02
8.12E-01;0;0;0;0;1.86E-09;1.86E-09;6.87E-02;6.87E-02;1.11E-02;1.11E-02;1.11E-02;1.11E-02;2.59E-02;2.59E-02;2.59E-02;2.59E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.63E-01;6.63E-01;6.63E-01;6.63E-01;-1.29E-02;-1.29E-02;1.29E-02;1.29E-02;1.29E-38;1.29E-38;6.87E-02;6.87E-02
8.13E-01;0;0;0;0;-9.31E-10;-1.86E-09;6.88E-02;6.88E-02;1.10E-02;1.10E-02;1.10E-02;1.10E-02;2.57E-02;2.57E-02;2.57E-02;2.57E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.66E-01;6.66E-01;6.66E-01;6.66E-01;-1.28E-02;-1.28E-02;1.28E-02;1.28E-02;1.28E-38;1.28E-38;6.88E-02;6.88E-02
8.14E-01;0;0;0;0;1.40E-09;1.86E-09;6.90E-02;6.90E-02;1.09E-02;1.09E-02;1.09E-02;1.09E-02;2.55E-02;2.55E-02;2.55E-02;2.55E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.70E-01;6.70E-01;6.70E-01;6.70E-01;-1.28E-02;-1.28E-02;1.28E-02;1.28E-02;1.28E-38;1.28E-38;6.90E-02;6.90E-02
8.15E-01;0;0;0;0;2.79E-09;3.73E-09;6.92E-02;6.92E-02;1.09E-02;1.09E-02;1.09E-02;1.09E-02;2.53E-02;2.53E-02;2.53E-02;2.53E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.73E-01;6.73E-01;6.73E-01;6.73E-01;-1.27E-02;-1.27E-02;1.27E-02;1.27E-02;1.27E-38;1.27E-38;6.92E-02;6.92E-02
8.16E-01;0;0;0;0;0;0;6.93E-02;6.93E-02;1.08E-02;1.08E-02;1.08E-02;1.08E-02;2.51E-02;2.51E-02;2.51E-02;2.51E-02;9.64E-01;9.64E-01;9.64E-01;9.64E-01;6.76E-01;6.76E-01;6.76E-01;6.76E-01;-1.26E-02;-1.26E-02;1.26E-02;1.26E-02;1.26E-38;1.26E-38;6.93E-02;6.93E-02
8.17E-01;0;0;0;0;1.40E-09;1.86E-09;6.95E-02;6.95E-02;1.07E-02;1.07E-02;1.07E-02;1.07E-02;2.50E-02;2.50E-02;2.50E-02;2.50E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.79E-01;6.79E-01;6.79E-01;6.79E-01;-1.25E-02;-1.25E-02;1.25E-02;1.25E-02;1.25E-38;1.25E-38;6.95E-02;6.95E-02
8.18E-01;0;0;0;0;1.86E-09;1.86E-09;6.97E-02;6.97E-02;1.06E-02;1.06E-02;1.06E-02;1.06E-02;2.48E-02;2.48E-02;2.48E-02;2.48E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.83E-01;6.83E-01;6.83E-01;6.83E-01;-1.24E-02;-1.24E-02;1.24E-02;1.24E-02;1.24E-38;1.24E-38;6.97E-02;6.97E-02
8.19E-01;0;0;0;0;9.31E-10;1.86E-09;6.98E-02;6.98E-02;1.06E-02;1.06E-02;1.06E-02;1.06E-02;2.46E-02;2.46E-02;2.46E-02;2.46E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.86E-01;6.86E-01;6.86E-01;6.86E-01;-1.23E-02;-1.23E-02;1.23E-02;1.23E-02;1.23E-38;1.23E-38;6.98E-02;6.98E-02
8.20E-01;0;0;0;0;0;0;7.00E-02;7.00E-02;1.05E-02;1.05E-02;1.05E-02;1.05E-02;2.45E-02;2.45E-02;2.45E-02;2.45E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.89E-01;6.89E-01;6.89E-01;6.89E-01;-1.22E-02;-1.22E-02;1.22E-02;1.22E-02;1.22E-38;1.22E-38;7.00E-02;7.00E-02
8.21E-01;0;0;0;0;-4.66E-10;0;7.02E-02;7.02E-02;1.04E-02;1.04E-02;1.04E-02;1.04E-02;2.43E-02;2.43E-02;2.43E-02;2.43E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.93E-01;6.93E-01;6.93E-01;6.93E-01;-1.21E-02;-1.21E-02;1.21E-02;1.21E-02;1.21E-38;1.21E-38;7.02E-02;7.02E-02
8.22E-01;0;0;0;0;0;0;7.03E-02;7.03E-02;1.03E-02;1.03E-02;1.03E-02;1.03E-02;2.41E-02;2.41E-02;2.41E-02;2.41E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.96E-01;6.96E-01;6.96E-01;6.96E-01;-1.21E-02;-1.21E-02;1.21E-02;1.21E-02;1.21E-38;1.21E-38;7.03E-02;7.03E-02
8.23E-01;0;0;0;0;-9.31E-10;0;7.05E-02;7.05E-02;1.03E-02;1.03E-02;1.03E-02;1.03E-02;2.40E-02;2.40E-02;2.40E-02;2.40E-02;9.65E-01;9.65E-01;9.65E-01;9.65E-01;6.99E-01;6.99E-01;6.99E-01;6.99E-01;-1.20E-02;-1.20E-02;1.20E-02;1.20E-02;1.20E-38;1.20E-38;7.05E-02;7.05E-02
8.24E-01;0;0;0;0;4.66E-10;0;7.07E-02;7.07E-02;1.02E-02;1.02E-02;1.02E-02;1.02E-02;2.38E-02;2.38E-02;2.38E-02;2.38E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.03E-01;7.03E-01;7.03E-01;7.03E-01;-1.19E-02;-1.19E-02;1.19E-02;1.19E-02;1.19E-38;1.19E-38;7.07E-02;7.07E-02
8.25E-01;0;0;0;0;9.31E-10;1.86E-09;7.08E-02;7.08E-02;1.01E-02;1.01E-02;1.01E-02;1.01E-02;2.36E-02;2.36E-02;2.36E-02;2.36E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.06E-01;7.06E-01;7.06E-01;7.06E-01;-1.18E-02;-1.18E-02;1.18E-02;1.18E-02;1.18E-38;1.18E-38;7.08E-02;7.08E-02
8.26E-01;0;0;0;0;1.86E-09;1.86E-09;7.10E-02;7.10E-02;1.01E-02;1.01E-02;1.01E-02;1.01E-02;2.35E-02;2.35E-02;2.35E-02;2.35E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.09E-01;7.09E-01;7.09E-01;7.09E-01;-1.17E-02;-1.17E-02;1.17E-02;1.17E-02;0;0;7.10E-02;7.10E-02
8.27E-01;0;0;0;0;1.40E-09;1.86E-09;7.12E-02;7.12E-02;1.00E-02;1.00E-02;1.00E-02;1.00E-02;2.33E-02;2.33E-02;2.33E-02;2.33E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.13E-01;7.13E-01;7.13E-01;7.13E-01;-1.17E-02;-1.17E-02;1.17E-02;1.17E-02;0;0;7.12E-02;7.12E-02
8.28E-01;0;0;0;0;4.66E-10;0;7.13E-02;7.13E-02;9.93E-03;9.93E-03;9.93E-03;9.93E-03;2.32E-02;2.32E-02;2.32E-02;2.32E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.16E-01;7.16E-01;7.16E-01;7.16E-01;-1.16E-02;-1.16E-02;1.16E-02;1.16E-02;0;0;7.13E-02;7.13E-02
8.29E-01;0;0;0;0;9.31E-10;0;7.15E-02;7.15E-02;9.86E-03;9.86E-03;9.86E-03;9.86E-03;2.30E-02;2.30E-02;2.30E-02;2.30E-02;9.66E-01;9.66E-01;9.66E-01;9.66E-01;7.19E-01;7.19E-01;7.19E-01;7.19E-01;-1.15E-02;-1.15E-02;1.15E-02;1.15E-02;0;0;7.15E-02;7.15E-02
8.30E-01;0;0;0;0;2.33E-09;1.86E-09;7.17E-02;7.17E-02;9.80E-03;9.80E-03;9.80E-03;9.80E-03;2.29E-02;2.29E-02;2.29E-02;2.29E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.23E-01;7.23E-01;7.23E-01;7.23E-01;-1.14E-02;-1.14E-02;1.14E-02;1.14E-02;0;0;7.17E-02;7.17E-02
8.31E-01;0;0;0;0;-4.66E-10;0;7.18E-02;7.18E-02;9.73E-03;9.73E-03;9.73E-03;9.73E-03;2.27E-02;2.27E-02;2.27E-02;2.27E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.26E-01;7.26E-01;7.26E-01;7.26E-01;-1.14E-02;-1.14E-02;1.14E-02;1.14E-02;0;0;7.18E-02;7.18E-02
8.32E-01;0;0;0;0;4.66E-10;0;7.20E-02;7.20E-02;9.67E-03;9.67E-03;9.67E-03;9.67E-03;2.26E-02;2.26E-02;2.26E-02;2.26E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.29E-01;7.29E-01;7.29E-01;7.29E-01;-1.13E-02;-1.13E-02;1.13E-02;1.13E-02;0;0;7.20E-02;7.20E-02
8.33E-01;0;0;0;0;1.40E-09;1.86E-09;7.22E-02;7.22E-02;9.60E-03;9.60E-03;9.60E-03;9.60E-03;2.24E-02;2.24E-02;2.24E-02;2.24E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.33E-01;7.33E-01;7.33E-01;7.33E-01;-1.12E-02;-1.12E-02;1.12E-02;1.12E-02;0;0;7.22E-02;7.22E-02
8.34E-01;0;0;0;0;4.66E-10;0;7.23E-02;7.23E-02;9.54E-03;9.54E-03;9.54E-03;9.54E-03;2.23E-02;2.23E-02;2.23E-02;2.23E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.36E-01;7.36E-01;7.36E-01;7.36E-01;-1.11E-02;-1.11E-02;1.11E-02;1.11E-02;0;0;7.23E-02;7.23E-02
8.35E-01;0;0;0;0;-4.66E-10;0;7.25E-02;7.25E-02;9.48E-03;9.48E-03;9.48E-03;9.48E-03;2.21E-02;2.21E-02;2.21E-02;2.21E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.40E-01;7.40E-01;7.40E-01;7.40E-01;-1.11E-02;-1.11E-02;1.11E-02;1.11E-02;0;0;7.25E-02;7.25E-02
8.36E-01;0;0;0;0;9.31E-10;0;7.27E-02;7.27E-02;9.41E-03;9.41E-03;9.41E-03;9.41E-03;2.20E-02;2.20E-02;2.20E-02;2.20E-02;9.67E-01;9.67E-01;9.67E-01;9.67E-01;7.43E-01;7.43E-01;7.43E-01;7.43E-01;-1.10E-02;-1.10E-02;1.10E-02;1.10E-02;0;0;7.27E-02;7.27E-02
8.37E-01;0;0;0;0;-4.66E-10;0;7.28E-02;7.28E-02;9.35E-03;9.35E-03;9.35E-03;9.35E-03;2.18E-02;2.18E-02;2.18E-02;2.18E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.46E-01;7.46E-01;7.46E-01;7.46E-01;-1.09E-02;-1.09E-02;1.09E-02;1.09E-02;0;0;7.28E-02;7.28E-02
8.38E-01;0;0;0;0;4.66E-10;0;7.30E-02;7.30E-02;9.29E-03;9.29E-03;9.29E-03;9.29E-03;2.17E-02;2.17E-02;2.17E-02;2.17E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.50E-01;7.50E-01;7.50E-01;7.50E-01;-1.08E-02;-1.08E-02;1.08E-02;1.08E-02;0;0;7.30E-02;7.30E-02
8.39E-01;0;0;0;0;0;0;7.32E-02;7.32E-02;9.23E-03;9.23E-03;9.23E-03;9.23E-03;2.15E-02;2.15E-02;2.15E-02;2.15E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.53E-01;7.53E-01;7.53E-01;7.53E-01;-1.08E-02;-1.08E-02;1.08E-02;1.08E-02;0;0;7.32E-02;7.32E-02
8.40E-01;0;0;0;0;4.66E-10;0;7.33E-02;7.33E-02;9.17E-03;9.17E-03;9.17E-03;9.17E-03;2.14E-02;2.14E-02;2.14E-02;2.14E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.57E-01;7.57E-01;7.57E-01;7.57E-01;-1.07E-02;-1.07E-02;1.07E-02;1.07E-02;0;0;7.33E-02;7.33E-02
8.41E-01;0;0;0;0;-4.66E-10;0;7.35E-02;7.35E-02;9.11E-03;9.11E-03;9.11E-03;9.11E-03;2.13E-02;2.13E-02;2.13E-02;2.13E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.60E-01;7.60E-01;7.60E-01;7.60E-01;-1.06E-02;-1.06E-02;1.06E-02;1.06E-02;0;0;7.35E-02;7.35E-02
8.42E-01;0;0;0;0;2.79E-09;3.73E-09;7.37E-02;7.37E-02;9.05E-03;9.05E-03;9.05E-03;9.05E-03;2.11E-02;2.11E-02;2.11E-02;2.11E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.64E-01;7.64E-01;7.64E-01;7.64E-01;-1.06E-02;-1.06E-02;1.06E-02;1.06E-02;0;0;7.37E-02;7.37E-02
8.43E-01;0;0;0;0;0;0;7.38E-02;7.38E-02;8.99E-03;8.99E-03;8.99E-03;8.99E-03;2.10E-02;2.10E-02;2.10E-02;2.10E-02;9.68E-01;9.68E-01;9.68E-01;9.68E-01;7.67E-01;7.67E-01;7.67E-01;7.67E-01;-1.05E-02;-1.05E-02;1.05E-02;1.05E-02;0;0;7.38E-02;7.38E-02
8.44E-01;0;0;0;0;2.79E-09;1.86E-09;7.40E-02;7.40E-02;8.93E-03;8.93E-03;8.93E-03;8.93E-03;2.08E-02;2.08E-02;2.08E-02;2.08E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.71E-01;7.71E-01;7.71E-01;7.71E-01;-1.04E-02;-1.04E-02;1.04E-02;1.04E-02;0;0;7.40E-02;7.40E-02
8.45E-01;0;0;0;0;1.86E-09;1.86E-09;7.42E-02;7.42E-02;8.87E-03;8.87E-03;8.87E-03;8.87E-03;2.07E-02;2.07E-02;2.07E-02;2.07E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.74E-01;7.74E-01;7.74E-01;7.74E-01;-1.04E-02;-1.04E-02;1.04E-02;1.04E-02;0;0;7.42E-02;7.42E-02
8.46E-01;0;0;0;0;9.31E-10;1.86E-09;7.43E-02;7.43E-02;8.82E-03;8.82E-03;8.82E-03;8.82E-03;2.06E-02;2.06E-02;2.06E-02;2.06E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.78E-01;7.78E-01;7.78E-01;7.78E-01;-1.03E-02;-1.03E-02;1.03E-02;1.03E-02;0;0;7.43E-02;7.43E-02
8.47E-01;0;0;0;0;0;0;7.45E-02;7.45E-02;8.76E-03;8.76E-03;8.76E-03;8.76E-03;2.04E-02;2.04E-02;2.04E-02;2.04E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.81E-01;7.81E-01;7.81E-01;7.81E-01;-1.02E-02;-1.02E-02;1.02E-02;1.02E-02;0;0;7.45E-02;7.45E-02
8.48E-01;0;0;0;0;9.31E-10;0;7.47E-02;7.47E-02;8.70E-03;8.70E-03;8.70E-03;8.70E-03;2.03E-02;2.03E-02;2.03E-02;2.03E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.85E-01;7.85E-01;7.85E-01;7.85E-01;-1.02E-02;-1.02E-02;1.02E-02;1.02E-02;0;0;7.47E-02;7.47E-02
8.49E-01;0;0;0;0;0;0;7.48E-02;7.48E-02;8.65E-03;8.65E-03;8.65E-03;8.65E-03;2.02E-02;2.02E-02;2.02E-02;2.02E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.88E-01;7.88E-01;7.88E-01;7.88E-01;-1.01E-02;-1.01E-02;1.01E-02;1.01E-02;0;0;7.48E-02;7.48E-02
8.50E-01;0;0;0;0;-9.31E-10;0;7.50E-02;7.50E-02;8.59E-03;8.59E-03;8.59E-03;8.59E-03;2.00E-02;2.00E-02;2.00E-02;2.00E-02;9.69E-01;9.69E-01;9.69E-01;9.69E-01;7.92E-01;7.92E-01;7.92E-01;7.92E-01;-1.00E-02;-1.00E-02;1.00E-02;1.00E-02;0;0;7.50E-02;7.50E-02
8.51E-01;0;0;0;0;1.86E-09;1.86E-09;7.52E-02;7.52E-02;8.54E-03;8.54E-03;8.54E-03;8.54E-03;1.99E-02;1.99E-02;1.99E-02;1.99E-02;9.70E-01;9.70E-01;9.70E-01;9.70E-01;7.95E-01;7.95E-01;7.95E-01;7.95E-01;-9.96E-03;-9.96E-03;9.96E-03;9.96E-03;0;0;7.52E-02;7.52E-02
8.52E-01;0;0;0;0;-9.31E-10;-1.86E-09;7.53E-02;7.53E-02;8.48E-03;8.48E-03;8.48E-03;8.48E-03;1.98E-02;1.98E-02;1.98E-02;1.98E-02;9.70E-01;9.70E-01;9.70E-01;9.70E-01;7.99E-01;7.99E-01;7.99E-01;7.99E-01;-9.90E-03;-9.90E-03;9.90E-03;9.90E-03;0;0;7.53E-02;7.53E-02
